x;y;z;T;phi;Q;Ex;Ey;Ez
-54239432483870598914153710066015725456992145377195032011314166375304912268594353729569381975534114176886038572982254549744902834713627891597312.000000;-1513612712719464540367702268014768245200694942715063389027201235721017533612905847237421419042055879658127542443622672346638218246026724114432.000000;0.000000;5890.099524;-0.500000;0.000000;0.000000;-0.500000;0.000000;
-25049993343209361179274068099144054148114859281775869372110890875139177895373129841006682319882460748394840087902990709082832851778271006687232.000000;-150280628661866387573853672405296120471132472705186323369400729067527330333037701693137169531183100360532717969145896199086067976982352625664.000000;0.000000;300.032106;-0.500000;0.000000;0.000000;-0.500000;0.000000;
-329392609995992243551469827147554349420942469763265656774517897258445594706069960199451007999814782135577509265567330634831090004635575172202496.000000;95223261316476855480091746950165587432190303406417426551580827267663603794772590290102998355471002156749317717769008678763961457846117388517376.000000;0.000000;5114.556607;-0.500000;0.000000;0.000000;-0.500000;0.000000;
20459188792212409530879412489538813150187043825013254773417933847302616500019548815941848454391414745973189049573985411149944014724620143820800.000000;-35899357657922757494230635894479943951718394313865318320854913096150925249054217734880478897921663982806763984971044666903807039277225403970748416.000000;0.000000;300.038838;-0.500000;0.000000;0.000000;-0.500000;0.000000;
669636273254331340515223816241334355628374467229942335566725826370884034355131275028694967019757810682841065266394879271967062569140307418398326784.000000;10579092144402497155680051197042462036254064661929651487398169462232047338658232071606347041415994635498019423633509503418022364955273163088041345024.000000;0.000000;5059.243956;-0.500000;0.000000;0.000000;-0.500000;0.000000;
1315538262396330026925456324879745953152455134649067990972242433045307461243351637814200513582846606632565845759783877162682533762811062080570916864.000000;7245289086535659821897618834382720118796902919761816360595993446569584080043948166214286590199072669441893738178628180352613998350059730834903007232.000000;0.000000;300.020982;-0.500000;0.000000;0.000000;-0.500000;0.000000;
-32828773422553785854464918385966030860674759406606034878510721605281916509799169530666459221780776149415372353129668229865546799221588576846980579328.000000;-38555124018882822440437338349719124750166905875794102029842209014976243481475439984794665248783728677191684714981055911536723826512127816636328574976.000000;0.000000;5050.211199;-0.500000;0.000000;0.000000;-0.500000;0.000000;
2083512630783049021278870263513277611484812821485295392018936117208555213054965671321561753036325143138884425667358646677878663157186523375471689728.000000;14470790438276378178162744911656859568865753603676858149371042547145547841140732620039003402391252504575169670717715601895165564784936081433963790336.000000;0.000000;300.013479;-0.500000;0.000000;0.000000;-0.500000;0.000000;
1087800048566641998920800354182649756876242912520563306812575839007776378913906809784591586104622487188368200154391427663779540731911316103327907840.000000;15251772632462881312473214536148540066078352670609290184431087112578752774275117042245904577468552140872061813534532791453799302044412907086952792064.000000;0.000000;5050.343037;-0.500000;0.000000;0.000000;-0.500000;0.000000;
270178379434417412567794685273464318589993589751968686629610554683575781649015175001300296840331456410861835065810264447233110608952786088110325760.000000;-1690788919297270699224171097366083708349643846173120322912303408949077020421520342035214130195459290168284231056936535026849328778617446292898447360.000000;0.000000;300.013594;-0.500000;0.000000;0.000000;-0.500000;0.000000;
8480066948007908174939836227405771146777126705702657991355119115035097099676871071527246200935440500688132753145980600530943878889613327599681929216.000000;-132757014250629449919861887580521534210509408514331314662078688535167532114824546597780691024290042287869530311024923385250657296498148705709074677760.000000;0.000000;5052.978126;-0.500000;0.000000;0.000000;-0.500000;0.000000;
-15923963560120115828934152300204371565743044421526746137558494769114946915750980755901214962963727732839372930293893251806662399212070470671801516032.000000;1845437177531607129993058138669929109977695030705609965199727336379308867344180478235008000137263856369869968105631508759035310087696046079371902976000.000000;0.000000;300.043091;-0.500000;0.000000;0.000000;-0.500000;0.000000;
7309355059723103379407060352485295389362898094370648910565965298585276962893574632734083134184474825934080033872271485116031354059613826653756235710464.000000;-148108277184410792113404204007884063509856001815171091876114912595861350922969168168451516712510648052018090130594340640339734989580501594115619533357056.000000;0.000000;5056.133952;-0.500000;0.000000;0.000000;-0.500000;0.000000;
11795875407764380958887211874663799078608406531742859179365105921889366105911964484593114068750035209151313316948268503781562551855652678383698020663296.000000;-135326768320212775638701631090333150107941572858374844453560748449666699455079708628683152986997727618888823469947593040559917097981397295975681899888640.000000;0.000000;300.007291;-0.500000;0.000000;0.000000;-0.500000;0.000000;
-13155330969401343211786200771067321962238264986590708629286178665196387990818052971064827507871347957566438609779936363306094387372964968616074560929792.000000;-145125365938301058731752186956612994249294512402675774484629406282558925732137571840649406662150866027340299006141021671395135945795510547652283910324224.000000;0.000000;5059.277158;-0.500000;0.000000;0.000000;-0.500000;0.000000;
848442356456508412812746615035496129766751124363151797346338213020965691213643475195390008082703463713521420944630656708771620677045245006771021414400.000000;5621114324159708588244503886055799982320073254482162971673938000740200082401935981955655084385935440873650517388739314386713631045330358118219685822464.000000;0.000000;300.022791;-0.500000;0.000000;0.000000;-0.500000;0.000000;
1470191029610900512487291379394710128021958376283410156140436365451411700308683897098410766870061948822537177135793968239159378993468122653579567693824.000000;10717673092973300671940522990920543876852636108608768265832163815638243629242017515181112896291712322405067705973700902218127485670785024.000000;0.000000;5061.958866;-0.500000;0.000000;0.000000;-0.500000;0.000000;
854439549405256195988345158322560737251267615178871914796086429951088410529943740256778680451482025100497306252020897434762068579027504543565051068416.000000;-5329264130343318050359103180182804540547916404409220158453023600948963280424292705680227552424073793529269070511374347803845817921928852883773444849664.000000;0.000000;300.022801;-0.500000;0.000000;0.000000;-0.500000;0.000000;
-13578880038232806534943336168933764341134114269682590071427854211162443075246430461298304135050270657095997087582286787421440495473387499330902001975296.000000;134948839352255455510753127454939623841355557354846114086786691823564785946874313214907028590095207787442974979399753258962554104858257101685278508056576.000000;0.000000;5064.179701;-0.500000;0.000000;0.000000;-0.500000;0.000000;
10972530500248536684702476322773151995132672340032336825177464018897355036927836912746808978036591421157992178505761789899201501271338311312386534932480.000000;126597316792436567019007053522938009226611985412140184243018061609965718889572177646246606642361336692766980847351461250134065176085448536432348827222016.000000;0.000000;300.007302;-0.500000;0.000000;0.000000;-0.500000;0.000000;
7655539328980009721994874534042634046480266905457527505157994803276554175383669792163297285443857295266371302841479500604068136277383003639437280149504.000000;140761060411291528854119129046891399831849100547656380167382444305986970975838174537211769482665834124445431955210035923352811087786364006414541299646464.000000;0.000000;5065.740254;-0.500000;0.000000;0.000000;-0.500000;0.000000;
-35386345340017047378033211144633663945545644363379416715210629334093662522087461579384971642789242332529824974603597462810585262771084983386381484032.000000;-1702384307009825437724728516160919514164128178038392847385288686354604356975151033882287728951627423603834807982081312873897536090608066762053682987008.000000;0.000000;300.080087;-0.500000;0.000000;0.000000;-0.500000;0.000000;
12599139955750649625703256725891666029335487627956983573065399953613501251005291824520155120007030333152769946985739350921720853789262768819320913920.000000;102744687827701500361404806633788036586320148459303152132830684392158213971300749198877618841660484509384432002449960868391596795355699339226976878592.000000;0.000000;5066.846210;-0.500000;0.000000;0.000000;-0.500000;0.000000;
-6362714739233785699668818462110528839845709794576754051745028405195250583694479794059841678733125638628284880342030928233505935593142770590110955077632.000000;-245876166536934768842324838024140946628420522669441411633611885371678216401387214377925015158291442595153143537177047524528768160303336774348351865880576.000000;0.000000;300.085167;-0.500000;0.000000;0.000000;-0.500000;0.000000;
6146254193493136770827022513525706553486616076655606031938089513437703712668069812692210617642227906018507282809113781271740969410144368702196835330031616.000000;122897622110184364089145262133068529604013246983100394509748046050012798974465279232795485402924523390849575225167400117621028811043210547068206841033916416.000000;0.000000;5067.106375;-0.500000;0.000000;0.000000;-0.500000;0.000000;
2494656284267093656540916262955797593824830222872410787284810472593201646492541898763279612768445118033375658943432371803511911795716711136726242820096000.000000;-70047444475284831588270872574386124242335649740777202877911914771627750659483110531470001628728501701850175959666358870196662910693934304554070503547994112.000000;0.000000;300.010028;-0.500000;0.000000;0.000000;-0.500000;0.000000;
8408800508891335500086735420596176236693011228242892333266243156778496189245850682964610838353125297115089563786299273065630127414887838338514610871599104.000000;1869056183222155022995180971969942146658142468239548471820278464756295689913114752619322796190147463460405388889971743440287224646602615356082715320712691712.000000;0.000000;5066.757514;-0.500000;0.000000;0.000000;-0.500000;0.000000;
86281328742772044840331473950081523804410023326177942352159469126464947749255792470171411530001906540413653478852018971372897781629428748539872939912200192.000000;1219501987881204618334269978602771124132387263197337480543716447044204023788632426774343533650268968901311395481450263141341788335573328577050548168132919296.000000;0.000000;300.004225;-0.500000;0.000000;0.000000;-0.500000;0.000000;
71425352773421864156669659885541436460541994017902237176058389160120611992114713541926841939703282205334345411371746633964973091633486553542792056796086272.000000;1417352413878192509626451162057012570530206213210307710075056485038312471565577560425143206652685529179723710361116448265310174325379731691047719960380964864.000000;0.000000;5065.514275;-0.500000;0.000000;0.000000;-0.500000;0.000000;
-425941320005775873636802739565135304396103639450939421737721091271540449738422684753158102562169327580714695982666651649771772082800955050443552969457664.000000;-17024220726279398161892944603862160305179632991760870692520513708947725303966830177012930884995191063718804545237007414971027262763156657349167254905815040.000000;0.000000;300.078849;-0.500000;0.000000;0.000000;-0.500000;0.000000;
43997527438216927949989179885192636408658049023786029360173880899612459927365814545013966236983722733684127585337699784460988289472203802367144371421184.000000;500383438064440540104644188819767438728582371880876874550217292007206717363290841964327317926504794698786068016132351122939859829742608650772352052756480.000000;0.000000;5063.764527;-0.500000;0.000000;0.000000;-0.500000;0.000000;
-98867882053528259904415751105884963141713470970934627856734194645210485907586086987583468034115735588701730642491098958467634192342503188043137024.000000;-4327535112704046823404204829345991387939211160856614246891936748641918126660637030307738985989126721004847801386708236818129981565228948742226313216.000000;0.000000;300.085085;-0.500000;0.000000;0.000000;-0.500000;0.000000;
6788712502350683636162218462097197833879850662050343164063638653817016435963059118176068295201905771611926691731109881928784305572239672341069561856.000000;62492282189576387169831325320963656224964788089876810478266719187662240987357779056082827603915938890587503407310371398497832661886191740790601940992.000000;0.000000;5061.084040;-0.500000;0.000000;0.000000;-0.500000;0.000000;
