x;y;z;T;phi;Q;Ex;Ey;Ez
0.000050;0.000000;0.000000;19287.589326;-0.500000;105440627871.859650;105440627871.859650;-0.500000;0.000000;
0.000000;0.000087;0.000000;9234.573265;-0.500000;0.000000;0.000000;-0.500000;0.000000;
0.000050;0.000173;0.000000;21042.497849;-0.500000;90707702765.891983;90707702765.891983;-0.500000;0.000000;
0.000000;0.000260;0.000000;9234.688248;-0.500000;0.000000;0.000000;-0.500000;0.000000;
0.000050;0.000346;0.000000;20717.210900;-0.500000;88968242973.778870;88968242973.778870;-0.500000;0.000000;
0.000000;0.000433;0.000000;9100.598483;-0.500000;0.000000;0.000000;-0.500000;0.000000;
0.000050;0.000520;0.000000;20441.382210;-0.500000;87797091345.650513;87797091345.650513;-0.500000;0.000000;
0.000000;0.000606;0.000000;8978.070976;-0.500000;0.000000;0.000000;-0.500000;0.000000;
0.000050;0.000693;0.000000;20141.693423;-0.500000;86497160766.704361;86497160766.704361;-0.500000;0.000000;
0.000000;0.000779;0.000000;8836.470215;-0.500000;0.000000;0.000000;-0.500000;0.000000;
0.000050;0.000866;0.000000;19786.377719;-0.500000;84949289229.321381;84949289229.321381;-0.500000;0.000000;
0.000000;0.000953;0.000000;8668.773330;-0.500000;0.000000;0.000000;-0.500000;0.000000;
0.000050;0.001039;0.000000;19368.474631;-0.500000;83126973562.504166;83126973562.504166;-0.500000;0.000000;
0.000000;0.001126;0.000000;8473.669009;-0.500000;0.000000;0.000000;-0.500000;0.000000;
0.000050;0.001212;0.000000;18887.554256;-0.500000;81029204704.283340;81029204704.283340;-0.500000;0.000000;
0.000000;0.001299;0.000000;8251.608974;-0.500000;0.000000;0.000000;-0.500000;0.000000;
0.000050;0.001386;0.000000;18345.791695;-0.500000;78665716576.806503;78665716576.806503;-0.500000;0.000000;
0.000000;0.001472;0.000000;8003.897800;-0.500000;0.000000;0.000000;-0.500000;0.000000;
0.000050;0.001559;0.000000;17746.923938;-0.500000;76052891280.050827;76052891280.050827;-0.500000;0.000000;
0.000000;0.001645;0.000000;7732.435267;-0.500000;0.000000;0.000000;-0.500000;0.000000;
0.000050;0.001732;0.000000;17095.936788;-0.500000;73212511661.337997;73212511661.337997;-0.500000;0.000000;
0.000000;0.001819;0.000000;7439.637703;-0.500000;0.000000;0.000000;-0.500000;0.000000;
0.000050;0.001905;0.000000;16398.967202;-0.500000;70171374731.361755;70171374731.361755;-0.500000;0.000000;
0.000000;0.001992;0.000000;7128.411386;-0.500000;0.000000;0.000000;-0.500000;0.000000;
0.000050;0.002078;0.000000;15663.260908;-0.500000;66961123207.652725;66961123207.652725;-0.500000;0.000000;
0.000000;0.002165;0.000000;6802.134177;-0.500000;0.000000;0.000000;-0.500000;0.000000;
0.000050;0.002252;0.000000;14897.122292;-0.500000;63618034765.204308;63618034765.204308;-0.500000;0.000000;
0.000000;0.002338;0.000000;6464.626372;-0.500000;0.000000;0.000000;-0.500000;0.000000;
0.000050;0.002425;0.000000;14109.826140;-0.500000;60182640257.997833;60182640257.997833;-0.500000;0.000000;
0.000000;0.002511;0.000000;6120.101058;-0.500000;0.000000;0.000000;-0.500000;0.000000;
