x;y;z;T;phi;Q;Ex;Ey;Ez
-163700448.893666;378294413.157291;0.000000;5890.097448;-0.500000;716109.150428;716109.150428;-0.500000;0.000000;
367499171.989304;-119061115.249684;0.000000;300.032106;-0.500000;0.000000;0.000000;-0.500000;0.000000;
-317445972.295509;-215081687.541797;0.000000;5114.556318;-0.500000;99815.027428;99815.027428;-0.500000;0.000000;
199308075.501226;39412495.782076;0.000000;300.038838;-0.500000;0.000000;0.000000;-0.500000;0.000000;
-151196115.257240;654886597.043430;0.000000;5059.243428;-0.500000;182113.010580;182113.010580;-0.500000;0.000000;
258278781.219971;-1577210904.497444;0.000000;300.020982;-0.500000;0.000000;0.000000;-0.500000;0.000000;
-865968944.423307;10281400549.702545;0.000000;5050.210868;-0.500000;114172.942139;114172.942139;-0.500000;0.000000;
1031519664.236557;-1592042911.043797;0.000000;300.013479;-0.500000;0.000000;0.000000;-0.500000;0.000000;
-991869565.159608;0.000693;0.000000;5050.342906;-0.500000;45062.938949;45062.938949;-0.500000;0.000000;
940533427.567728;1249761189.259945;0.000000;300.013594;-0.500000;0.000000;0.000000;-0.500000;0.000000;
-548754016.639388;-7500351012.123836;0.000000;5052.977482;-0.500000;222047.162628;222047.162628;-0.500000;0.000000;
226811866.508717;1590699791.583267;0.000000;300.043091;-0.500000;0.000000;0.000000;-0.500000;0.000000;
-1569825698.896419;-7447155675.543601;0.000000;5056.133870;-0.500000;28056.706536;28056.706536;-0.500000;0.000000;
2590962271.506651;5171232057.261018;0.000000;300.007291;-0.500000;0.000000;0.000000;-0.500000;0.000000;
-581279704.505567;-27157973622.906853;0.000000;5059.275914;-0.500000;429329.072234;429329.072234;-0.500000;0.000000;
-190207711.714607;4260767707.040648;0.000000;300.022791;-0.500000;0.000000;0.000000;-0.500000;0.000000;
-165054133.452195;0.001386;0.000000;5061.958456;-0.500000;141486.742166;141486.742166;-0.500000;0.000000;
-190207711.714607;-4260767707.037879;0.000000;300.022801;-0.500000;0.000000;0.000000;-0.500000;0.000000;
-581279704.505568;27157973622.909641;0.000000;5064.178455;-0.500000;429771.325180;429771.325180;-0.500000;0.000000;
2590962271.506652;-5171232057.258249;0.000000;300.007302;-0.500000;0.000000;0.000000;-0.500000;0.000000;
-1525850320.251339;6784236049.685863;0.000000;5065.740172;-0.500000;28113.353661;28113.353661;-0.500000;0.000000;
237122406.229850;-295523484.912564;0.000000;300.080087;-0.500000;0.000000;0.000000;-0.500000;0.000000;
-122105673.489740;0.001905;0.000000;5066.845799;-0.500000;141628.843650;141628.843650;-0.500000;0.000000;
82422475.701650;0.001992;0.000000;300.085167;-0.500000;0.000000;0.000000;-0.500000;0.000000;
-52444885.954306;3535155722.446418;0.000000;5067.105964;-0.500000;141638.187880;141638.187880;-0.500000;0.000000;
-1764977587.241186;-14902207386.559525;0.000000;300.010028;-0.500000;0.000000;0.000000;-0.500000;0.000000;
702857487.647090;88945268254.733032;0.000000;5066.753443;-0.500000;1404432.359878;1404432.359878;-0.500000;0.000000;
7227088655.973078;-17074070236.691710;0.000000;300.004225;-0.500000;0.000000;0.000000;-0.500000;0.000000;
-4507914354.846115;23625961235.495010;0.000000;5065.514250;-0.500000;8690.125867;8690.125867;-0.500000;0.000000;
599928954.999176;-1328964612.830131;0.000000;300.078849;-0.500000;0.000000;0.000000;-0.500000;0.000000;
-122105673.489740;0.002598;0.000000;5063.764117;-0.500000;141537.283186;141537.283186;-0.500000;0.000000;
82422475.701650;0.002685;0.000000;300.085085;-0.500000;0.000000;0.000000;-0.500000;0.000000;
-122105673.489740;0.002771;0.000000;5061.083629;-0.500000;141457.642637;141457.642637;-0.500000;0.000000;
82422475.701650;0.002858;0.000000;300.085030;-0.500000;0.000000;0.000000;-0.500000;0.000000;
-52444885.954306;3535155722.447284;0.000000;5057.551297;-0.500000;141354.302953;141354.302953;-0.500000;0.000000;
-1764977587.241186;-14902207386.558659;0.000000;300.010005;-0.500000;0.000000;0.000000;-0.500000;0.000000;
702857487.647090;88945268254.733902;0.000000;5053.329943;-0.500000;1400477.385726;1400477.385726;-0.500000;0.000000;
7227088655.973078;-17074070236.690844;0.000000;300.004211;-0.500000;0.000000;0.000000;-0.500000;0.000000;
-4507914354.846115;23625961235.495876;0.000000;5048.240347;-0.500000;8658.626145;8658.626145;-0.500000;0.000000;
599928954.999176;-1328964612.829265;0.000000;300.078528;-0.500000;0.000000;0.000000;-0.500000;0.000000;
-122105673.489740;0.003464;0.000000;5042.794567;-0.500000;140914.252229;140914.252229;-0.500000;0.000000;
82422475.701650;0.003551;0.000000;300.084678;-0.500000;0.000000;0.000000;-0.500000;0.000000;
-122105673.489740;0.003637;0.000000;5036.755650;-0.500000;140734.828617;140734.828617;-0.500000;0.000000;
82422475.701650;0.003724;0.000000;300.084567;-0.500000;0.000000;0.000000;-0.500000;0.000000;
-52444885.954319;3535155722.448078;0.000000;5030.417850;-0.500000;140548.125237;140548.125237;-0.500000;0.000000;
-2083140981.468422;-13425432392.035210;0.000000;300.009964;-0.500000;0.000000;0.000000;-0.500000;0.000000;
8637357361.085020;301621700220.073242;0.000000;5024.088406;-0.500000;139230.811506;139230.811506;-0.500000;0.000000;
-10179346760.825340;-181409698449.516510;0.000000;300.001203;-0.500000;0.000000;0.000000;-0.500000;0.000000;
-21824153339.620754;1281939863557.484863;0.000000;5018.077676;-0.500000;1830.773164;1830.773164;-0.500000;0.000000;
2379059151.765684;-324276550908.652893;0.000000;300.001180;-0.500000;0.000000;0.000000;-0.500000;0.000000;
-24987827983.079079;1246656950886.463379;0.000000;5012.705830;-0.500000;1828.688703;1828.688703;-0.500000;0.000000;
3888876844.723679;-347747705759.065491;0.000000;300.001173;-0.500000;0.000000;0.000000;-0.500000;0.000000;
-42828086520.141525;902928695432.143433;0.000000;5008.226984;-0.500000;1372.342958;1372.342958;-0.500000;0.000000;
54752532514.358360;0.004565;0.000000;300.003379;-0.500000;0.000000;0.000000;-0.500000;0.000000;
-42828086520.141541;-902928695432.134155;0.000000;5004.897762;-0.500000;1371.372564;1371.372564;-0.500000;0.000000;
3888876844.723681;347747705759.074646;0.000000;300.001171;-0.500000;0.000000;0.000000;-0.500000;0.000000;
-24987827983.079098;-1246656950886.454102;0.000000;5002.914378;-0.500000;1824.889290;1824.889290;-0.500000;0.000000;
2379059151.765688;324276550908.661926;0.000000;300.001176;-0.500000;0.000000;0.000000;-0.500000;0.000000;
-24987827983.079098;-1246656950886.454102;0.000000;5002.393977;-0.500000;1824.687357;1824.687357;-0.500000;0.000000;
2379059151.765688;324276550908.662109;0.000000;300.001176;-0.500000;0.000000;0.000000;-0.500000;0.000000;
-24987827983.079098;-1246656950886.453857;0.000000;5003.365461;-0.500000;1825.064325;1825.064325;-0.500000;0.000000;
2379059151.765688;324276550908.662292;0.000000;300.001177;-0.500000;0.000000;0.000000;-0.500000;0.000000;
