x;y;z;T;phi;Q;Ex;Ey;Ez
0.000050;0.000000;0.000000;47107.845102;-0.500000;105440627871.859650;105440627871.859650;-0.500000;0.000000;
0.000000;0.000087;0.000000;30580.807553;-0.500000;0.000000;0.000000;-0.500000;0.000000;
0.000050;0.000173;0.000000;51513.948886;-0.500000;90707702765.891983;90707702765.891983;-0.500000;0.000000;
0.000000;0.000260;0.000000;31261.323643;-0.500000;0.000000;0.000000;-0.500000;0.000000;
0.000050;0.000346;0.000000;51239.290442;-0.500000;88968242973.778870;88968242973.778870;-0.500000;0.000000;
0.000000;0.000433;0.000000;30884.026793;-0.500000;0.000000;0.000000;-0.500000;0.000000;
0.000050;0.000520;0.000000;50576.670037;-0.500000;87797091345.650513;87797091345.650513;-0.500000;0.000000;
0.000000;0.000606;0.000000;30459.345431;-0.500000;0.000000;0.000000;-0.500000;0.000000;
0.000050;0.000693;0.000000;49828.198226;-0.500000;86497160766.704361;86497160766.704361;-0.500000;0.000000;
0.000000;0.000779;0.000000;29966.958364;-0.500000;0.000000;0.000000;-0.500000;0.000000;
0.000050;0.000866;0.000000;48941.312676;-0.500000;84949289229.321381;84949289229.321381;-0.500000;0.000000;
0.000000;0.000953;0.000000;29384.254372;-0.500000;0.000000;0.000000;-0.500000;0.000000;
0.000050;0.001039;0.000000;47898.559467;-0.500000;83126973562.504166;83126973562.504166;-0.500000;0.000000;
0.000000;0.001126;0.000000;28706.461307;-0.500000;0.000000;0.000000;-0.500000;0.000000;
0.000050;0.001212;0.000000;46698.696023;-0.500000;81029204704.283340;81029204704.283340;-0.500000;0.000000;
0.000000;0.001299;0.000000;27935.083415;-0.500000;0.000000;0.000000;-0.500000;0.000000;
0.000050;0.001386;0.000000;45347.097491;-0.500000;78665716576.806503;78665716576.806503;-0.500000;0.000000;
0.000000;0.001472;0.000000;27074.631903;-0.500000;0.000000;0.000000;-0.500000;0.000000;
0.000050;0.001559;0.000000;43853.067103;-0.500000;76052891280.050827;76052891280.050827;-0.500000;0.000000;
0.000000;0.001645;0.000000;26131.697148;-0.500000;0.000000;0.000000;-0.500000;0.000000;
0.000050;0.001732;0.000000;42229.030935;-0.500000;73212511661.337997;73212511661.337997;-0.500000;0.000000;
0.000000;0.001819;0.000000;25114.666077;-0.500000;0.000000;0.000000;-0.500000;0.000000;
0.000050;0.001905;0.000000;40490.286125;-0.500000;70171374731.361755;70171374731.361755;-0.500000;0.000000;
0.000000;0.001992;0.000000;24033.626289;-0.500000;0.000000;0.000000;-0.500000;0.000000;
0.000050;0.002078;0.000000;38654.891727;-0.500000;66961123207.652725;66961123207.652725;-0.500000;0.000000;
0.000000;0.002165;0.000000;22900.300730;-0.500000;0.000000;0.000000;-0.500000;0.000000;
0.000050;0.002252;0.000000;36743.542209;-0.500000;63618034765.204308;63618034765.204308;-0.500000;0.000000;
0.000000;0.002338;0.000000;21727.945848;-0.500000;0.000000;0.000000;-0.500000;0.000000;
0.000050;0.002425;0.000000;34779.347034;-0.500000;60182640257.997833;60182640257.997833;-0.500000;0.000000;
0.000000;0.002511;0.000000;20531.179241;-0.500000;0.000000;0.000000;-0.500000;0.000000;
0.000050;0.002598;0.000000;32787.476236;-0.500000;56699101775.707672;56699101775.707672;-0.500000;0.000000;
0.000000;0.002685;0.000000;19325.719985;-0.500000;0.000000;0.000000;-0.500000;0.000000;
0.000050;0.002771;0.000000;30794.655577;-0.500000;53214321652.890503;53214321652.890503;-0.500000;0.000000;
