x;y;z;T;phi;Q;Ex;Ey;Ez
0.000050;0.000000;0.000000;51332.300392;-0.500000;105440627871.859650;105440627871.859650;-0.500000;0.000000;
0.000000;0.000087;0.000000;34127.603287;-0.500000;0.000000;0.000000;-0.500000;0.000000;
0.000050;0.000173;0.000000;56040.435768;-0.500000;90707702765.891983;90707702765.891983;-0.500000;0.000000;
0.000000;0.000260;0.000000;34940.652039;-0.500000;0.000000;0.000000;-0.500000;0.000000;
0.000050;0.000346;0.000000;55807.319406;-0.500000;88968242973.778870;88968242973.778870;-0.500000;0.000000;
0.000000;0.000433;0.000000;34534.215939;-0.500000;0.000000;0.000000;-0.500000;0.000000;
0.000050;0.000520;0.000000;55092.028678;-0.500000;87797091345.650513;87797091345.650513;-0.500000;0.000000;
0.000000;0.000606;0.000000;34059.583441;-0.500000;0.000000;0.000000;-0.500000;0.000000;
0.000050;0.000693;0.000000;54276.489449;-0.500000;86497160766.704361;86497160766.704361;-0.500000;0.000000;
0.000000;0.000779;0.000000;33508.406838;-0.500000;0.000000;0.000000;-0.500000;0.000000;
0.000050;0.000866;0.000000;53309.967083;-0.500000;84949289229.321381;84949289229.321381;-0.500000;0.000000;
0.000000;0.000953;0.000000;32856.162494;-0.500000;0.000000;0.000000;-0.500000;0.000000;
0.000050;0.001039;0.000000;52173.621779;-0.500000;83126973562.504166;83126973562.504166;-0.500000;0.000000;
0.000000;0.001126;0.000000;32097.499478;-0.500000;0.000000;0.000000;-0.500000;0.000000;
0.000050;0.001212;0.000000;50866.081592;-0.500000;81029204704.283340;81029204704.283340;-0.500000;0.000000;
0.000000;0.001299;0.000000;31234.093301;-0.500000;0.000000;0.000000;-0.500000;0.000000;
0.000050;0.001386;0.000000;49393.197320;-0.500000;78665716576.806503;78665716576.806503;-0.500000;0.000000;
0.000000;0.001472;0.000000;30270.990643;-0.500000;0.000000;0.000000;-0.500000;0.000000;
0.000050;0.001559;0.000000;47765.104324;-0.500000;76052891280.050827;76052891280.050827;-0.500000;0.000000;
0.000000;0.001645;0.000000;29215.566864;-0.500000;0.000000;0.000000;-0.500000;0.000000;
0.000050;0.001732;0.000000;45995.341913;-0.500000;73212511661.337997;73212511661.337997;-0.500000;0.000000;
0.000000;0.001819;0.000000;28077.208436;-0.500000;0.000000;0.000000;-0.500000;0.000000;
0.000050;0.001905;0.000000;44100.577912;-0.500000;70171374731.361755;70171374731.361755;-0.500000;0.000000;
0.000000;0.001992;0.000000;26867.205181;-0.500000;0.000000;0.000000;-0.500000;0.000000;
0.000050;0.002078;0.000000;42100.489275;-0.500000;66961123207.652725;66961123207.652725;-0.500000;0.000000;
0.000000;0.002165;0.000000;25598.676949;-0.500000;0.000000;0.000000;-0.500000;0.000000;
0.000050;0.002252;0.000000;40017.624051;-0.500000;63618034765.204308;63618034765.204308;-0.500000;0.000000;
0.000000;0.002338;0.000000;24286.459557;-0.500000;0.000000;0.000000;-0.500000;0.000000;
0.000050;0.002425;0.000000;37877.161170;-0.500000;60182640257.997833;60182640257.997833;-0.500000;0.000000;
0.000000;0.002511;0.000000;22946.911903;-0.500000;0.000000;0.000000;-0.500000;0.000000;
0.000050;0.002598;0.000000;35706.524369;-0.500000;56699101775.707672;56699101775.707672;-0.500000;0.000000;
0.000000;0.002685;0.000000;21597.625439;-0.500000;0.000000;0.000000;-0.500000;0.000000;
0.000050;0.002771;0.000000;33534.832375;-0.500000;53214321652.890503;53214321652.890503;-0.500000;0.000000;
0.000000;0.002858;0.000000;20257.032192;-0.500000;0.000000;0.000000;-0.500000;0.000000;
0.000050;0.002944;0.000000;31392.190990;-0.500000;49776791293.391701;49776791293.391701;-0.500000;0.000000;
0.000000;0.003031;0.000000;18943.922267;-0.500000;0.000000;0.000000;-0.500000;0.000000;
0.000050;0.003118;0.000000;29308.856698;-0.500000;46435227925.407494;46435227925.407494;-0.500000;0.000000;
0.000000;0.003204;0.000000;17676.896643;-0.500000;0.000000;0.000000;-0.500000;0.000000;
0.000050;0.003291;0.000000;27314.324849;-0.500000;43237086104.004204;43237086104.004204;-0.500000;0.000000;
0.000000;0.003377;0.000000;16473.794713;-0.500000;0.000000;0.000000;-0.500000;0.000000;
0.000050;0.003464;0.000000;25436.415013;-0.500000;40227063479.392220;40227063479.392220;-0.500000;0.000000;
0.000000;0.003551;0.000000;15351.145957;-0.500000;0.000000;0.000000;-0.500000;0.000000;
0.000050;0.003637;0.000000;23700.437780;-0.500000;37445740196.041725;37445740196.041725;-0.500000;0.000000;
0.000000;0.003724;0.000000;14323.699004;-0.500000;0.000000;0.000000;-0.500000;0.000000;
0.000050;0.003811;0.000000;22128.527392;-0.500000;34928492030.233032;34928492030.233032;-0.500000;0.000000;
0.000000;0.003897;0.000000;13404.077210;-0.500000;0.000000;0.000000;-0.500000;0.000000;
0.000050;0.003984;0.000000;20739.210847;-0.500000;32704795208.977627;32704795208.977627;-0.500000;0.000000;
0.000000;0.004070;0.000000;12602.596987;-0.500000;0.000000;0.000000;-0.500000;0.000000;
0.000050;0.004157;0.000000;19547.256839;-0.500000;30797995752.596313;30797995752.596313;-0.500000;0.000000;
0.000000;0.004244;0.000000;11927.264481;-0.500000;0.000000;0.000000;-0.500000;0.000000;
0.000050;0.004330;0.000000;18563.809599;-0.500000;29225552599.943169;29225552599.943169;-0.500000;0.000000;
0.000000;0.004417;0.000000;11383.940303;-0.500000;0.000000;0.000000;-0.500000;0.000000;
0.000050;0.004503;0.000000;17796.769132;-0.500000;27999690759.523685;27999690759.523685;-0.500000;0.000000;
0.000000;0.004590;0.000000;10976.635005;-0.500000;0.000000;0.000000;-0.500000;0.000000;
0.000050;0.004677;0.000000;17251.338008;-0.500000;27128331201.293392;27128331201.293392;-0.500000;0.000000;
0.000000;0.004763;0.000000;10707.875211;-0.500000;0.000000;0.000000;-0.500000;0.000000;
0.000050;0.004850;0.000000;16930.624561;-0.500000;26616112920.855801;26616112920.855801;-0.500000;0.000000;
0.000000;0.004936;0.000000;10579.066813;-0.500000;0.000000;0.000000;-0.500000;0.000000;
0.000050;0.005023;0.000000;16836.180702;-0.500000;26465302737.393360;26465302737.393360;-0.500000;0.000000;
0.000000;0.005110;0.000000;10590.781478;-0.500000;0.000000;0.000000;-0.500000;0.000000;
0.000050;0.005196;0.000000;16968.364035;-0.500000;26676407525.599670;26676407525.599670;-0.500000;0.000000;
0.000000;0.005283;0.000000;10742.907110;-0.500000;0.000000;0.000000;-0.500000;0.000000;
0.000050;0.005369;0.000000;17326.447972;-0.500000;27248360751.836056;27248360751.836056;-0.500000;0.000000;
0.000000;0.005456;0.000000;11034.629766;-0.500000;0.000000;0.000000;-0.500000;0.000000;
0.000050;0.005543;0.000000;17908.454111;-0.500000;28178240179.283081;28178240179.283081;-0.500000;0.000000;
0.000000;0.005629;0.000000;11464.248703;-0.500000;0.000000;0.000000;-0.500000;0.000000;
0.000050;0.005716;0.000000;18710.738034;-0.500000;29460569118.864506;29460569118.864506;-0.500000;0.000000;
0.000000;0.005802;0.000000;12028.860633;-0.500000;0.000000;0.000000;-0.500000;0.000000;
0.000050;0.005889;0.000000;19727.410908;-0.500000;31086339430.793419;31086339430.793419;-0.500000;0.000000;
