x;y;z;T;phi;Q;Ex;Ey;Ez
-nan;-nan;-nan;300.000000;-0.500000;35228173348.553696;35228173348.553696;-0.500000;0.000000;
-nan;-nan;-nan;300.000000;-0.500000;0.000000;0.000000;-0.500000;0.000000;
-nan;-nan;-nan;300.000000;-0.500000;30341209191.408241;30341209191.408241;-0.500000;0.000000;
-nan;-nan;-nan;300.000000;-0.500000;0.000000;0.000000;-0.500000;0.000000;
-nan;-nan;-nan;300.000000;-0.500000;29839797172.385658;29839797172.385658;-0.500000;0.000000;
-nan;-nan;-nan;300.000000;-0.500000;0.000000;0.000000;-0.500000;0.000000;
-nan;-nan;-nan;300.000000;-0.500000;29571604161.265503;29571604161.265503;-0.500000;0.000000;
-nan;-nan;-nan;300.000000;-0.500000;0.000000;0.000000;-0.500000;0.000000;
-nan;-nan;-nan;300.000000;-0.500000;29301726135.278759;29301726135.278759;-0.500000;0.000000;
-nan;-nan;-nan;300.000000;-0.500000;0.000000;0.000000;-0.500000;0.000000;
-nan;-nan;-nan;300.000000;-0.500000;28987611736.479778;28987611736.479778;-0.500000;0.000000;
-nan;-nan;-nan;300.000000;-0.500000;0.000000;0.000000;-0.500000;0.000000;
-nan;-nan;-nan;300.000000;-0.500000;28616955088.320251;28616955088.320251;-0.500000;0.000000;
-nan;-nan;-nan;300.000000;-0.500000;0.000000;0.000000;-0.500000;0.000000;
-nan;-nan;-nan;300.000000;-0.500000;28185286851.215199;28185286851.215199;-0.500000;0.000000;
-nan;-nan;-nan;300.000000;-0.500000;0.000000;0.000000;-0.500000;0.000000;
-nan;-nan;-nan;300.000000;-0.500000;27691093873.660961;27691093873.660961;-0.500000;0.000000;
-nan;-nan;-nan;300.000000;-0.500000;0.000000;0.000000;-0.500000;0.000000;
-nan;-nan;-nan;300.000000;-0.500000;27134519459.886059;27134519459.886059;-0.500000;0.000000;
-nan;-nan;-nan;300.000000;-0.500000;0.000000;0.000000;-0.500000;0.000000;
-nan;-nan;-nan;300.000000;-0.500000;26517038668.643074;26517038668.643074;-0.500000;0.000000;
