x;y;z;T;phi;Q;Ex;Ey;Ez
0.000050;0.000000;0.000000;24011.824559;-0.500000;105440627871.859650;105440627871.859650;-0.500000;0.000000;
0.000000;0.000087;0.000000;12506.406294;-0.500000;0.000000;0.000000;-0.500000;0.000000;
0.000050;0.000173;0.000000;26313.908426;-0.500000;90707702765.891983;90707702765.891983;-0.500000;0.000000;
0.000000;0.000260;0.000000;12582.904031;-0.500000;0.000000;0.000000;-0.500000;0.000000;
0.000050;0.000346;0.000000;25959.820285;-0.500000;88968242973.778870;88968242973.778870;-0.500000;0.000000;
0.000000;0.000433;0.000000;12403.637146;-0.500000;0.000000;0.000000;-0.500000;0.000000;
0.000050;0.000520;0.000000;25614.097583;-0.500000;87797091345.650513;87797091345.650513;-0.500000;0.000000;
0.000000;0.000606;0.000000;12235.029116;-0.500000;0.000000;0.000000;-0.500000;0.000000;
0.000050;0.000693;0.000000;25237.331322;-0.500000;86497160766.704361;86497160766.704361;-0.500000;0.000000;
0.000000;0.000779;0.000000;12040.254486;-0.500000;0.000000;0.000000;-0.500000;0.000000;
0.000050;0.000866;0.000000;24790.763414;-0.500000;84949289229.321381;84949289229.321381;-0.500000;0.000000;
0.000000;0.000953;0.000000;11809.625236;-0.500000;0.000000;0.000000;-0.500000;0.000000;
0.000050;0.001039;0.000000;24265.573933;-0.500000;83126973562.504166;83126973562.504166;-0.500000;0.000000;
0.000000;0.001126;0.000000;11541.315702;-0.500000;0.000000;0.000000;-0.500000;0.000000;
0.000050;0.001212;0.000000;23661.203360;-0.500000;81029204704.283340;81029204704.283340;-0.500000;0.000000;
0.000000;0.001299;0.000000;11235.941512;-0.500000;0.000000;0.000000;-0.500000;0.000000;
0.000050;0.001386;0.000000;22980.379565;-0.500000;78665716576.806503;78665716576.806503;-0.500000;0.000000;
0.000000;0.001472;0.000000;10895.294975;-0.500000;0.000000;0.000000;-0.500000;0.000000;
0.000050;0.001559;0.000000;22227.796682;-0.500000;76052891280.050827;76052891280.050827;-0.500000;0.000000;
