x;y;z;T;phi;Q;Ex;Ey;Ez
0.000050;0.000000;0.000000;7140.496288;-0.500000;105440627871.859650;105440627871.859650;-0.500000;0.000000;
0.000000;0.000087;0.000000;2200.671403;-0.500000;0.000000;0.000000;-0.500000;0.000000;
0.000050;0.000173;0.000000;7387.036123;-0.500000;90707702765.891983;90707702765.891983;-0.500000;0.000000;
0.000000;0.000260;0.000000;2146.838524;-0.500000;0.000000;0.000000;-0.500000;0.000000;
0.000050;0.000346;0.000000;7239.256943;-0.500000;88968242973.778870;88968242973.778870;-0.500000;0.000000;
0.000000;0.000433;0.000000;2118.055815;-0.500000;0.000000;0.000000;-0.500000;0.000000;
0.000050;0.000520;0.000000;7145.905717;-0.500000;87797091345.650513;87797091345.650513;-0.500000;0.000000;
0.000000;0.000606;0.000000;2092.841476;-0.500000;0.000000;0.000000;-0.500000;0.000000;
0.000050;0.000693;0.000000;7044.195590;-0.500000;86497160766.704361;86497160766.704361;-0.500000;0.000000;
0.000000;0.000779;0.000000;2063.605923;-0.500000;0.000000;0.000000;-0.500000;0.000000;
0.000050;0.000866;0.000000;6923.438476;-0.500000;84949289229.321381;84949289229.321381;-0.500000;0.000000;
0.000000;0.000953;0.000000;2028.959414;-0.500000;0.000000;0.000000;-0.500000;0.000000;
0.000050;0.001039;0.000000;6781.365210;-0.500000;83126973562.504166;83126973562.504166;-0.500000;0.000000;
0.000000;0.001126;0.000000;1988.643564;-0.500000;0.000000;0.000000;-0.500000;0.000000;
0.000050;0.001212;0.000000;6617.851548;-0.500000;81029204704.283340;81029204704.283340;-0.500000;0.000000;
0.000000;0.001299;0.000000;1942.754796;-0.500000;0.000000;0.000000;-0.500000;0.000000;
0.000050;0.001386;0.000000;6433.643330;-0.500000;78665716576.806503;78665716576.806503;-0.500000;0.000000;
0.000000;0.001472;0.000000;1891.563639;-0.500000;0.000000;0.000000;-0.500000;0.000000;
0.000050;0.001559;0.000000;6230.013383;-0.500000;76052891280.050827;76052891280.050827;-0.500000;0.000000;
0.000000;0.001645;0.000000;1835.463044;-0.500000;0.000000;0.000000;-0.500000;0.000000;
0.000050;0.001732;0.000000;6008.658068;-0.500000;73212511661.337997;73212511661.337997;-0.500000;0.000000;
0.000000;0.001819;0.000000;1774.952569;-0.500000;0.000000;0.000000;-0.500000;0.000000;
0.000050;0.001905;0.000000;5771.665077;-0.500000;70171374731.361755;70171374731.361755;-0.500000;0.000000;
0.000000;0.001992;0.000000;1710.633051;-0.500000;0.000000;0.000000;-0.500000;0.000000;
0.000050;0.002078;0.000000;5521.499448;-0.500000;66961123207.652725;66961123207.652725;-0.500000;0.000000;
0.000000;0.002165;0.000000;1643.202879;-0.500000;0.000000;0.000000;-0.500000;0.000000;
0.000050;0.002252;0.000000;5260.986723;-0.500000;63618034765.204308;63618034765.204308;-0.500000;0.000000;
0.000000;0.002338;0.000000;1573.452004;-0.500000;0.000000;0.000000;-0.500000;0.000000;
0.000050;0.002425;0.000000;4993.282995;-0.500000;60182640257.997833;60182640257.997833;-0.500000;0.000000;
0.000000;0.002511;0.000000;1502.251682;-0.500000;0.000000;0.000000;-0.500000;0.000000;
0.000050;0.002598;0.000000;4721.826419;-0.500000;56699101775.707672;56699101775.707672;-0.500000;0.000000;
0.000000;0.002685;0.000000;1430.538959;-0.500000;0.000000;0.000000;-0.500000;0.000000;
0.000050;0.002771;0.000000;4450.267930;-0.500000;53214321652.890503;53214321652.890503;-0.500000;0.000000;
0.000000;0.002858;0.000000;1359.295681;-0.500000;0.000000;0.000000;-0.500000;0.000000;
0.000050;0.002944;0.000000;4182.381858;-0.500000;49776791293.391701;49776791293.391701;-0.500000;0.000000;
0.000000;0.003031;0.000000;1289.522623;-0.500000;0.000000;0.000000;-0.500000;0.000000;
0.000050;0.003118;0.000000;3921.960189;-0.500000;46435227925.407494;46435227925.407494;-0.500000;0.000000;
0.000000;0.003204;0.000000;1222.210117;-0.500000;0.000000;0.000000;-0.500000;0.000000;
0.000050;0.003291;0.000000;3672.697197;-0.500000;43237086104.004204;43237086104.004204;-0.500000;0.000000;
0.000000;0.003377;0.000000;1158.307308;-0.500000;0.000000;0.000000;-0.500000;0.000000;
0.000050;0.003464;0.000000;3438.073688;-0.500000;40227063479.392220;40227063479.392220;-0.500000;0.000000;
0.000000;0.003551;0.000000;1098.692703;-0.500000;0.000000;0.000000;-0.500000;0.000000;
0.000050;0.003637;0.000000;3221.251607;-0.500000;37445740196.041725;37445740196.041725;-0.500000;0.000000;
0.000000;0.003724;0.000000;1044.148904;-0.500000;0.000000;0.000000;-0.500000;0.000000;
0.000050;0.003811;0.000000;3024.989815;-0.500000;34928492030.233032;34928492030.233032;-0.500000;0.000000;
0.000000;0.003897;0.000000;995.344187;-0.500000;0.000000;0.000000;-0.500000;0.000000;
0.000050;0.003984;0.000000;2851.590096;-0.500000;32704795208.977627;32704795208.977627;-0.500000;0.000000;
0.000000;0.004070;0.000000;952.822906;-0.500000;0.000000;0.000000;-0.500000;0.000000;
0.000050;0.004157;0.000000;2702.878990;-0.500000;30797995752.596313;30797995752.596313;-0.500000;0.000000;
0.000000;0.004244;0.000000;917.005577;-0.500000;0.000000;0.000000;-0.500000;0.000000;
0.000050;0.004330;0.000000;2580.226127;-0.500000;29225552599.943169;29225552599.943169;-0.500000;0.000000;
0.000000;0.004417;0.000000;888.198083;-0.500000;0.000000;0.000000;-0.500000;0.000000;
0.000050;0.004503;0.000000;2484.594144;-0.500000;27999690759.523685;27999690759.523685;-0.500000;0.000000;
0.000000;0.004590;0.000000;866.607979;-0.500000;0.000000;0.000000;-0.500000;0.000000;
0.000050;0.004677;0.000000;2416.609905;-0.500000;27128331201.293392;27128331201.293392;-0.500000;0.000000;
0.000000;0.004763;0.000000;852.364622;-0.500000;0.000000;0.000000;-0.500000;0.000000;
0.000050;0.004850;0.000000;2376.642848;-0.500000;26616112920.855801;26616112920.855801;-0.500000;0.000000;
0.000000;0.004936;0.000000;845.539107;-0.500000;0.000000;0.000000;-0.500000;0.000000;
0.000050;0.005023;0.000000;2364.874739;-0.500000;26465302737.393360;26465302737.393360;-0.500000;0.000000;
