x;y;z;T;phi;Q;Ex;Ey;Ez
-82166069832101327150118267399606616709622879745918624324512645120.000000;-4485391467556615291888289239253339756728869174934370563884318720.000000;0.000000;5890.099524;-0.500000;0.000000;0.000000;-0.500000;0.000000;
-20971311439452669130170173962632710205995535160758583682605776896.000000;3599349002939737640098396538721978761918440593139434443065262080.000000;0.000000;300.032106;-0.500000;0.000000;0.000000;-0.500000;0.000000;
-463736167507911047807074678176576279150863546337465289056005914624.000000;61268681654050056395247010900415085293476032186042700575214141440.000000;0.000000;5114.556607;-0.500000;0.000000;0.000000;-0.500000;0.000000;
37772598896008998894771824460787704828630674442210024752353902592.000000;-1099372290287840810853833479691850791496495318882891532488717369344.000000;0.000000;300.038838;-0.500000;0.000000;0.000000;-0.500000;0.000000;
-286275772156871926901345608424348105508420390856407030349955072000.000000;248484407371078886890337271608178093035168127060233623057473548058624.000000;0.000000;5059.243956;-0.500000;0.000000;0.000000;-0.500000;0.000000;
30446533863176660297099142664768117664931883633705703793761561083904.000000;-70472598474623163237002456844842379428148440191841773077045736112128.000000;0.000000;300.020982;-0.500000;0.000000;0.000000;-0.500000;0.000000;
-335789484272564484559620442400664766388802604793860675771526098714624.000000;1777532663249315863488717158409423300400809786187588745818616065163264.000000;0.000000;5050.211199;-0.500000;0.000000;0.000000;-0.500000;0.000000;
53325248816544793510744077130414295451403602745090336785083257585664.000000;99311500306061892017459531164245589580411560262479069302992270262272.000000;0.000000;300.013479;-0.500000;0.000000;0.000000;-0.500000;0.000000;
-5531346324661190229337763130155253881490037419645320331560000421888.000000;233462049567600502885576156573230391057888875270302048822265231966208.000000;0.000000;5050.343037;-0.500000;0.000000;0.000000;-0.500000;0.000000;
20507944431748957360373367062062496167497856577898262393998446428160.000000;-70570555572386726862503048160204653629916134385028974982745714327552.000000;0.000000;300.013594;-0.500000;0.000000;0.000000;-0.500000;0.000000;
-113794074487644695733672441764278780973585871447692076036750732951552.000000;-908311573758698433114372140221419840804841376648756067610406787481600.000000;0.000000;5052.978126;-0.500000;0.000000;0.000000;-0.500000;0.000000;
83640311181257315937566552508112644431514011307628282305064667709440.000000;1077752259869976759017393686566129763634850914137993617649127617724416.000000;0.000000;300.043091;-0.500000;0.000000;0.000000;-0.500000;0.000000;
1008304816457312161211565486868729856059293444904096668277745259642880.000000;-57041474658082213976511637581359574164414935028881949071300051492405248.000000;0.000000;5056.133952;-0.500000;0.000000;0.000000;-0.500000;0.000000;
4170460569236296423981005843850936689579665048438197806630556653322240.000000;-28169999390112805397093869777858894027894838612087530458814532686970880.000000;0.000000;300.007291;-0.500000;0.000000;0.000000;-0.500000;0.000000;
-1642786816038548775969199091710516261444089252070117788211270658293760.000000;-136715991799740989617555446674123296530362342498933779882801844350615552.000000;0.000000;5059.277158;-0.500000;0.000000;0.000000;-0.500000;0.000000;
310460794843408899400691123455184567880317826971002054181246621188096.000000;11535381772197338355322156191347753244191180438351215674557598508515328.000000;0.000000;300.022791;-0.500000;0.000000;0.000000;-0.500000;0.000000;
219910073101762760373160708861614454093054681797001890086096602136576.000000;6904811908925349256180533689683610795341711113503899648.000000;0.000000;5061.958866;-0.500000;0.000000;0.000000;-0.500000;0.000000;
310460794843409043072148079632265038975351622312488018438039325900800.000000;-11535381772197358277764187447902911902702533392370602718166186895343616.000000;0.000000;300.022801;-0.500000;0.000000;0.000000;-0.500000;0.000000;
-1736511001316092485448714594040589611391557291236695141414524602548224.000000;135000563301128266943151941223630979018255976729467075813946790449774592.000000;0.000000;5064.179701;-0.500000;0.000000;0.000000;-0.500000;0.000000;
4039288926371072875877991185007474150950009522870922370086339398860800.000000;27425081463504771586876918956043416343649918127138665778247090957189120.000000;0.000000;300.007302;-0.500000;0.000000;0.000000;-0.500000;0.000000;
1336657113588560286604636529202717250558483105008305035751970738012160.000000;53950570344871528012431780473040968164237144725078307276166825443852288.000000;0.000000;5065.740254;-0.500000;0.000000;0.000000;-0.500000;0.000000;
45779103269607419350551137127109687739876882969597954815449377013760.000000;-842633769157882807870750936963724005222353475149766498888331886067712.000000;0.000000;300.080087;-0.500000;0.000000;0.000000;-0.500000;0.000000;
-444143982744090615642510966394366143501795362863566967187271843840.000000;15982866727814026426161210442238683746829461590859718348138858151936.000000;0.000000;5066.846210;-0.500000;0.000000;0.000000;-0.500000;0.000000;
-23199324882983560214841771500065484176709648678264329934292591312896.000000;-2014128340521313402194565436607276946926406622602023634903720177696768.000000;0.000000;300.085167;-0.500000;0.000000;0.000000;-0.500000;0.000000;
