x;y;z;T;phi;Q;Ex;Ey;Ez
0.000050;0.000000;0.000000;38954.731744;-0.500000;105440627871.859650;105440627871.859650;-0.500000;0.000000;
0.000000;0.000087;0.000000;23907.393360;-0.500000;0.000000;0.000000;-0.500000;0.000000;
0.000050;0.000173;0.000000;42714.472055;-0.500000;90707702765.891983;90707702765.891983;-0.500000;0.000000;
0.000000;0.000260;0.000000;24345.306285;-0.500000;0.000000;0.000000;-0.500000;0.000000;
0.000050;0.000346;0.000000;42378.897955;-0.500000;88968242973.778870;88968242973.778870;-0.500000;0.000000;
0.000000;0.000433;0.000000;24031.154649;-0.500000;0.000000;0.000000;-0.500000;0.000000;
0.000050;0.000520;0.000000;41822.772964;-0.500000;87797091345.650513;87797091345.650513;-0.500000;0.000000;
0.000000;0.000606;0.000000;23700.909944;-0.500000;0.000000;0.000000;-0.500000;0.000000;
0.000050;0.000693;0.000000;41204.526876;-0.500000;86497160766.704361;86497160766.704361;-0.500000;0.000000;
0.000000;0.000779;0.000000;23318.895325;-0.500000;0.000000;0.000000;-0.500000;0.000000;
0.000050;0.000866;0.000000;40472.042528;-0.500000;84949289229.321381;84949289229.321381;-0.500000;0.000000;
0.000000;0.000953;0.000000;22866.744839;-0.500000;0.000000;0.000000;-0.500000;0.000000;
0.000050;0.001039;0.000000;39610.757911;-0.500000;83126973562.504166;83126973562.504166;-0.500000;0.000000;
0.000000;0.001126;0.000000;22340.782814;-0.500000;0.000000;0.000000;-0.500000;0.000000;
0.000050;0.001212;0.000000;38619.678389;-0.500000;81029204704.283340;81029204704.283340;-0.500000;0.000000;
0.000000;0.001299;0.000000;21742.188644;-0.500000;0.000000;0.000000;-0.500000;0.000000;
0.000050;0.001386;0.000000;37503.254316;-0.500000;78665716576.806503;78665716576.806503;-0.500000;0.000000;
0.000000;0.001472;0.000000;21074.466976;-0.500000;0.000000;0.000000;-0.500000;0.000000;
0.000050;0.001559;0.000000;36269.174352;-0.500000;76052891280.050827;76052891280.050827;-0.500000;0.000000;
0.000000;0.001645;0.000000;20342.733781;-0.500000;0.000000;0.000000;-0.500000;0.000000;
0.000050;0.001732;0.000000;34927.705241;-0.500000;73212511661.337997;73212511661.337997;-0.500000;0.000000;
0.000000;0.001819;0.000000;19553.498804;-0.500000;0.000000;0.000000;-0.500000;0.000000;
0.000050;0.001905;0.000000;33491.485487;-0.500000;70171374731.361755;70171374731.361755;-0.500000;0.000000;
0.000000;0.001992;0.000000;18714.591822;-0.500000;0.000000;0.000000;-0.500000;0.000000;
0.000050;0.002078;0.000000;31975.435891;-0.500000;66961123207.652725;66961123207.652725;-0.500000;0.000000;
0.000000;0.002165;0.000000;17835.112231;-0.500000;0.000000;0.000000;-0.500000;0.000000;
0.000050;0.002252;0.000000;30396.655355;-0.500000;63618034765.204308;63618034765.204308;-0.500000;0.000000;
0.000000;0.002338;0.000000;16925.350123;-0.500000;0.000000;0.000000;-0.500000;0.000000;
0.000050;0.002425;0.000000;28774.238843;-0.500000;60182640257.997833;60182640257.997833;-0.500000;0.000000;
0.000000;0.002511;0.000000;15996.652505;-0.500000;0.000000;0.000000;-0.500000;0.000000;
0.000050;0.002598;0.000000;27128.984393;-0.500000;56699101775.707672;56699101775.707672;-0.500000;0.000000;
0.000000;0.002685;0.000000;15061.221614;-0.500000;0.000000;0.000000;-0.500000;0.000000;
